Name,Category,Type,Price Range,Rating,No of Reviews,Description,Address,Latitude,Longitude
Fiedler Field,Park,Park ,,4.7,81, ,Charles River Esplanade,42.356241,-71.075766
Braddock Park,Park,Park ,,5,1, ,,42.370567,-71.026964
Fort Washington Park,Park,Park ,,3.9,31, ,95 Waverly St,42.319792,-71.078002
Boston Public Garden,Park,City park ,,4.8,7993,Tranquil 19th century urban park,4 Charles St,42.354244,-71.069804
Magazine Beach Park,Park,Park ,,4.3,151,Park with a pool & historic buildings,668 Memorial Dr,42.354876,-71.114306
Fulmore Park,Park,Park ,,4.2,20,Site for childrens' play opportunities,,42.370567,-71.026964
Longwood Mall,Park,Park ,,4.8,28, ,,42.370567,-71.026964
BU Beach,Park,Park ,,4.5,66,An on campus green space for unwinding,270 Bay State Rd,42.350791,-71.105482
Boston Common,Park,Park ,,4.7,17883,Venerable park with historic cred,139 Tremont St,42.355444,-71.063828
Statler Park,Park,Park ,,4.5,14,Small city park with fountain & benches,243 Stuart St,42.350656,-71.068928
Monmouth Street Park,Park,Park ,,3,1,"Petite, decorative urban green space",86 Monmouth St,42.379734,-71.038825
Winthrop Square,Park,Park ,,4.5,84,Park with a playground & rose garden,St Paul St & Freeman St,42.370567,-71.026964
Union Park,Park,Park ,,4.4,13, ,,42.370567,-71.026964
Riverway park,Park,Park ,,5,3,City park with trees & a fountain,Unnamed Road,42.370567,-71.026964
Highland Park,Park,Park ,,4.5,14,Green space dating to the 19th century,980 Harrison Ave,42.332313,-71.078431
Phillips Street Park,Park,Park ,,4.4,8,Scenic park with forest trails & bridges,21 Phillips St,42.360441,-71.067364
Peters Park,Park,Park ,,4.3,186,"Playground, dog run & basketball courts",1277 Washington St,42.342741,-71.067369
Bessie Barnes Park,Park,Park ,,5,1, ,,42.370567,-71.026964
Dana Park,Park,Park ,,4.7,129,Green square with a playground,Corporal McTernan and Lawrence Streets,42.370567,-71.026964
Murphy Playground,Park,Park ,,3.9,16, ,,42.370567,-71.026964
University Park Commons,Park,Park ,,4.4,48,Sculpture filled green space at MIT,65 Sidney St,42.313789,-71.052636
Kevin W. Fitzgerald Park,Park,Park ,,4.4,66,Hillside city park with a dog run,157 St Alphonsus St,42.332038,-71.103252
Brookline Avenue Playground,Park,Park ,,4.6,71,Dog friendly park with an athletic field,575 Brookline Ave,42.335842,-71.110607
Eliot Norton Park,Park,Park ,,4.2,44,Small green space with a playground,,42.370567,-71.026964
Madison Park Village,Park,Park ,,4.1,38,Venerable park with historic cred,,42.370567,-71.026964
Jill Brown Rhone Park,Park,Park ,,4.4,9,Small city park with fountain & benches,371 Massachusetts Ave #363,42.341721,-71.083804
Rose Kennedy Greenway Dewey Square,Park,Park ,,4.7,3,"Petite, decorative urban green space",125 Union Park St,42.339574,-71.065327
Rose Kennedy Greenway Chinatown Park,Park,Dog park ,,4.6,79,Fenced in neighborhood dog run,29 Tudor St,42.336221,-71.053358
Rose Kennedy Greenway Uncle Frank & Auntie Kay Chin Park,Park,State park ,,4.1,22,Colonial era house & green space,183 Roxbury St,42.330527,-71.090701
Furnished Quarters Church Park,Park,Park ,,4.4,113,City park with trees & a fountain,33 Griggs Rd,42.344451,-71.086496
Hodgkins Curtin Park,Park,Park ,,4.3,37,Outdoor recreation for all ages,60 Columbia St,42.352767,-71.058421
Hodgkins Curtin Park,Park,Park ,,4.5,13,Green space dating to the 19th century,Linden St,42.305511,-71.061279
Southwest Corridor ParkTennis Courts,Park,Park ,,4.5,6,Scenic park with forest trails & bridges,10 Corporal McTernan St,42.335451,-71.090346
ams National Historical Park,Park,Park ,,4.6,703,Urban park with open lawns & fountains,Atlantic Ave,42.356124,-71.050749
John Adams Birthplace Adams National Historical Park,Park,Park ,,4.6,290,Popular area with sports fields & trails,217 Jamaicaway,42.326209,-71.114257
DoubleTree Suites by Hilton Hotel Boston Cambridge,Park,Garden ,,4.5,47,Small flower filled spot with a fountain,73 Park Dr,42.342515,-71.095542
"Regus Massachusetts, Boston",Park,Dog park ,,5,1, ,1205 Washington St,42.342965,-71.067065
Boston Tango in the Park only in July & August,Park,Park ,,4.6,331,Green space with a market & food vendors,Atlantic Ave,42.356124,-71.050749
DoubleTree by Hilton Hotel Boston Downtown,Park,Park ,,4.4,10,Hillside city park with a dog run,71 Rogers St,42.328909,-71.055363
Brookline Parks and Open SpacePark Maintenance / Forestry,Park,Park ,,3.9,18,Small urban oasis with trees & benches,,42.370567,-71.026964
North Point Park,Park,Park ,,4.6,301,Walking trails & scenic river views,6 Museum Way,42.338117,-71.095161
Christopher Columbus Waterfront Park,Park,Park ,,4.6,1573,Sprawling urban hangout with water views,Atlantic Ave,42.356124,-71.050749
Sennott Park,Park,Park ,,4.4,140,Green area with many sports fields,305 Broadway,42.338537,-71.050781
Danny Lewin Park,Park,Park ,,4.4,9,Small city park with fountain & benches,130 Broadway,42.349677,-71.066748
Tai Tung Park,Park,Park ,,4.5,4,"Petite, decorative urban green space",110 Tyler St,42.348341,-71.061631
Rose Kennedy Greenway Chinatown Park,Park,Park ,,4.1,37,Paved square & a traditional gateway,34W Lincoln St,42.299871,-71.059846
Charles Park,Park,Park ,,4.7,31,Colonial era house & green space,,42.370567,-71.026964
National Parks & Conservation,Park,Park ,,5,1,City park with trees & a fountain,41 Winter St,42.356147,-71.061621
Norman B. Leventhal Park,Park,Park ,,4.6,522,An oasis of green with a fountain,130 Congress St,42.356554,-71.055814
Underground at Ink Block,Park,Park ,,4.3,58,Green space dating to the 19th century,90 Traveler St,42.344254,-71.062564
Boston National Historical Park,Park,National park ,,4.7,5879,Educational programs & guided tours,"Building 5, Charlestown Navy Yard",42.370567,-71.026964
Corporal Burns Playground,Park,Park ,,4.9,41,Park with basketball & river access,Memorial Dr,42.367388,-71.116074
Lechmere Canal Park,Park,Park ,,4.7,97,A serene park with a water fountain,,42.370567,-71.026964
Temple Street Park,Park,Park ,,4,4,Popular area with sports fields & trails,46 Temple St,42.360044,-71.063495
Southwest Corridor Park,Park,State park ,,4.3,181,Small flower filled spot with a fountain,38 New Heath St,42.326083,-71.099133
Post Office Square,Park,Park ,,4.6,248,Landmark green space with a cafe,,42.370567,-71.026964
Corey Hill Outlook Park,Park,Park ,,4.6,182,Greenspace with a playground & paths,Summit Ave,42.342411,-71.133414
Justice Edward O. Gourdin Veterans Memorial Park,Park,Memorial park ,,5,1,Hillside city park with a dog run,2405 Washington St,42.328848,-71.085823
Armenian Heritage Park,Park,Park ,,4.8,73,Urban oasis with a labyrinth,Rose Fitzgerald Kennedy Greenway,42.370567,-71.026964
Rose Kennedy Greenway,Park,Park ,,4.6,56,Area with a carousel & ever changing art,Atlantic Ave,42.356124,-71.050749
Emerson Garden,Park,Park ,,4.8,45,Sprawling urban hangout with water views,82 Davis Ave,42.374991,-71.036384
Joe Moakley Park,Park,Park ,,4.2,635,Park with ball fields & spray area,1005 Columbia Rd,42.327258,-71.050393
Greenway Lincoln Street Triangle,Park,Park ,,4.4,140,Green area with many sports fields,,42.370567,-71.026964
Children's Wharf Park,Park,Park ,,4.6,27,Waterside locale with tables & views,,42.370567,-71.026964
Rolling Bridge Park,Park,Park ,,4,11,Green spot with Cabot Cove views,61 Dorchester Ave,42.344856,-71.057469
Gold Star Mothers Park,Park,Park ,,4.5,76,Compact city park with ball & play areas,123 Gore St,42.372315,-71.083869
Reardon Square Park,Park,Park ,,4.7,31,Colonial era house & green space,8 Hampshire St,42.365519,-71.091221
Mozart Park,Park,City park ,,4.3,4,City park with trees & a fountain,267 Centre St,42.293567,-71.061781
Galaxy Park,Park,Park ,,4.6,522,An oasis of green with a fountain,238 Main St,42.287319,-71.096414
Riverbend Park,Park,Park ,,4.7,58,Snug green space along the water,344 Broadway 2nd Floor,42.338337,-71.049711
Orchard Park Maintenance,Park,Park ,,3.9,9,Educational programs & guided tours,20 Prescott St,42.328206,-71.075356
Silva Park,Park,Park ,,4.4,15,Park with basketball & river access,54 Sciarappa St,42.370744,-71.081589
Mary Soo Hoo Park,Park,Park ,,3.5,2,A serene park with a water fountain,Hudson St,42.349289,-71.060672
Horatio Harris Park,Park,Park ,,4.2,80,Popular area with sports fields & trails,85 Harold St,42.318625,-71.089997
Lincoln Park,Park,Park ,,4.7,127,Multi use community recreation area,290 Washington St,42.357317,-71.057441
Fenway Park,Park,Stadium ,,4.8,19830,Legendary home of the Red Sox,4 Yawkey Way,42.346723,-71.098681
Cambridge Common,Park,Park ,,4.5,482,Landmark with play areas & bike paths,Waterhouse St & Massachusetts Ave,42.370567,-71.026964
Green Rose Heritage Park,Park,Park ,,5,1,Hillside city park with a dog run,238 Broadway,42.339647,-71.051924
Langone Park,Park,Park ,,4.5,113,Bocce ball courts & scenic surroundings,543 Commercial Street,42.368358,-71.05665
Centanni Park,Park,Park ,,5,8,Area with a carousel & ever changing art,,42.370567,-71.026964
Clark Playground,Park,Park ,,4.6,44,Sprawling urban hangout with water views,195 Cypress St,42.327738,-71.125259
The Underground Dog Park,Park,Dog park ,,4,2,Park with ball fields & spray area,S Bay Harbor Trail,42.333771,-71.066579
Franklin Park Zoo,Park,Park ,,4.3,3150,"Gardens, a zoo & an arboretum",1 Franklin Park Rd,42.302973,-71.086402
Ringer Park,Park,Park ,,4.2,67,Green space with play areas & basketball,85 Allston St,42.294301,-71.067399
Perry Park,Park,Park ,,4.4,40,Shady public green space with playground,355 Washington St,42.356697,-71.059401
Franklin Park,Park,Park ,,4.5,1948,Sizable urban getaway with a zoo & more,1 Franklin Park Rd,42.302973,-71.086402
City Square Park,Park,Park ,,4.6,87,Tiny landscaped park with sculptures,,42.370567,-71.026964
Cutillo Park,Park,Park ,,2.3,3,City park with trees & a fountain,,42.370567,-71.026964
Fan Pier Park,Park,Park ,,4.8,296,Landscaped waterfront with sitting areas,,42.370567,-71.026964
Joan Lorentz Park,Park,Park ,,4.3,87,Urban green space & place to play tennis,,42.370567,-71.026964
Cambridge Parks Maintenance,Park,Park ,,3.9,9,Educational programs & guided tours,147 Hampshire St,42.370457,-71.096671
Riverside City Park,Park,Park ,,4.4,15,Park with basketball & river access,,42.370567,-71.026964
RUFF North End Dog Park,Park,Dog park ,,4.5,13,A serene park with a water fountain,BOST,42.370567,-71.026964
Christian Herter Park,Park,Park ,,4.7,269,Public park with playgrounds & gardens,,42.370567,-71.026964
Mansfield Street Dog Park,Park,Dog park ,,3.1,13,Multi use community recreation area,556 Lincoln St,42.356822,-71.130733
Dennis Street Park,Park,Park ,,3.9,26,Legendary home of the Red Sox,143 Moreland St,42.321977,-71.074921
Lawton Playground,Park,Park ,,4.4,18,Leafy park with play equipment & benches,,42.370567,-71.026964
The Lawn On D,Park,Park ,,4.4,1491,Park with live music & lawn games,420 D St,42.343841,-71.045383
Wormwood Park,Park,Park ,,5,2,Bocce ball courts & scenic surroundings,,42.370567,-71.026964
Rena Park,Park,Park ,,3.7,3,Area with a carousel & ever changing art,300 N Harvard St,42.360108,-71.128091
Schick Park,Park,Park ,,3.9,29,Small park with a field & a playground,,42.370567,-71.026964
North Point Park Island,Park,Park ,,4.2,5,Park with ball fields & spray area,1 North Point Blvd,42.319986,-71.040931
Conway Park,Park,Park ,,4.4,66,Park with athletic fields & courts,,42.370567,-71.026964
Rose Kennedy Greenway Uncle Frank & Auntie Kay Chin Park,Park,Park ,,4.2,90,Plaza & walkway with gardens & waterfall,John F Fitzgerald Surface Rd,42.352016,-71.058873
Common park,Park,Park ,,5,6,Shady public green space with playground,,42.370567,-71.026964
Prospect Hill Park,Park,Park ,,4.5,187,Historic site with panoramic views,,42.370567,-71.026964
Beecher Park,Park,Park ,,4.3,11,Tiny landscaped park with sculptures,147 Chestnut Ave,42.317812,-71.106473
Channel Park,Park,Park ,,4.5,2,City park with trees & a fountain,2164 S Bay Harbor Trail,42.348264,-71.039777
Nunziato Field and Dog Park,Park,Dog park ,,4.2,95,Off leash play area for furry friends,7 Putnam St,42.382257,-71.033591
Brookline Reservoir Park,Park,Park ,,4.5,168,Historic reservoir with a jogging track,,42.370567,-71.026964
Glen Park,Park,Park ,,4.5,30,Recreation area with playground & fields,150 Glen St,42.382462,-71.086838
Alfred Vellucci Park,Park,Park ,,4.4,15,Park with basketball & river access,Cambridge St,42.361351,-71.064985
Child Street Park,Park,Park ,,4.5,13,A serene park with a water fountain,15 Child St,42.259013,-71.127761
Trellis at Christopher Columbus park,Park,City park ,,4.5,2,Public park with playgrounds & gardens,110 Atlantic Ave,42.361013,-71.052184
Park Swings,Park,Park ,,3.1,13,Multi use community recreation area,204 Freedom Trail,42.362591,-71.055928
Alden Play Area,Park,Park ,,4.7,22,Legendary home of the Red Sox,,42.370567,-71.026964
Flaherty Park,Park,Park ,,4.4,18,Leafy park with play equipment & benches,B St,42.339657,-71.055155
South Boston Bark Park,Park,Dog park ,,4,66,Park with live music & lawn games,1280 Columbia Rd,42.330593,-71.047766
Artesani Playground Wading Pool and Spray Deck,Park,State park ,,4.6,214,Bocce ball courts & scenic surroundings,1255 Soldiers Field Rd,42.364341,-71.137832
Eastport Park,Park,Park ,,4.4,7,Landscaped open air sculpture garden,,42.370567,-71.026964
Edwards Playground,Park,Park ,,4.3,24,Park with ball fields & spray area,10 Eden St,42.396801,-71.033879
Charlestown Naval Shipyard Park,Park,Park ,,4.6,13,Plaza & walkway with gardens & waterfall,36 1st Ave,42.374934,-71.053993
Pilot House Park,Park,Park ,,4.4,10,Small green space on Harborwalk trail,,42.370567,-71.026964
Symphony Park,Park,Park ,,4.7,18,Historic site with panoramic views,46 Pearl St,42.314977,-71.059321
Franklin Street Park,Park,Park ,,4.8,4,Tiny landscaped park with sculptures,493 Franklin St,42.367705,-71.110369
Leather District Park,Park,Park ,,4.5,6,City park with trees & a fountain,,42.370567,-71.026964
Medal of Honor Park,Park,Park ,,4.3,72,Off leash play area for furry friends,775 E 1st St,42.337587,-71.031878
Piers Park Sailing Center,Park,Park ,,4.7,257,"Waterfront recreation, fitness & sailing",95 Marginal St,42.366511,-71.039078
Danehy Park,Park,Park ,,4.6,533,Site for outdoor activities & a dog park,99 Sherman St,42.320639,-71.082966
Marine Industrial Park,Park,Park ,,3.8,21,Business hub with a brewery & cruises,,42.370567,-71.026964
Flagstaff Park,Park,Park ,,4,2,A serene park with a water fountain,,42.370567,-71.026964
Somerville Junction Park,Park,Park ,,4.5,14,Public park with playgrounds & gardens,,42.370567,-71.026964
Riverbend Park,Park,Park ,,4.5,6,Multi use community recreation area,214 Mt Auburn St,42.374634,-71.131727
Charlestown Veterans Memorial Park,Park,Memorial park ,,4.7,22,Legendary home of the Red Sox,12 Freedom Trail,42.372397,-71.061828
Lexington Park,Park,Park ,,4.5,57,Leafy park with play equipment & benches,45 Lexington Ave,42.377643,-71.059886
Elma Lewis Playhouse in the Park,Park,Park ,,4.7,3,Park with live music & lawn games,Franklin Park Rd,42.303573,-71.085405
Seaport Common,Park,Park ,,4.5,69,Bocce ball courts & scenic surroundings,85 Northern Ave,42.352283,-71.045031
Thomas M. Menino Park,Park,Park ,,4.7,86,Area with a carousel & ever changing art,98 16th St,42.377882,-71.049352
Edward L. Leathers Community Park,Park,Park ,,4.4,21,Landscaped open air sculpture garden,,42.370567,-71.026964
Park,Park,Park ,,4,3,Park with ball fields & spray area,49 Stillings St,42.351192,-71.046863
Hodgkins Curtin Park,Park,Park ,,4.5,60,Small green space on Harborwalk trail,A1 Alpine Pl,42.399559,-71.124948
Hodgkins Curtin Park,Park,Dog park ,,2.3,3,Historic site with panoramic views,21 Caldwell St,42.384981,-71.078133
Southwest Corridor ParkTennis Courts,Park,Park ,,4.8,45,Paved walk with benches & water views,1 Ocean View Dr,42.319823,-71.039952
Whittemore Robbins House Park,Park,Park ,,4.2,223,"Park for tennis, baseball & aquatics",49 Fellsway W,42.279308,-71.059812
ams National Historical Park,Park,Park ,,4.6,38,Walking trail with views of the harbor,,42.370567,-71.026964
John Adams Birthplace Adams National Historical Park,Park,Park ,,4.2,211,Grassy space with an off leash dog area,43 Juliette St,42.305327,-71.062631
DoubleTree Suites by Hilton Hotel Boston Cambridge,Park,Park ,,4.4,14,Site for outdoor activities & a dog park,,42.370567,-71.026964
"Regus Massachusetts, Boston",Park,State park ,,4.7,2375,Recreational area with historic fort,2010 William J Day Blvd,42.337011,-71.011878
Boston Tango in the Park only in July & August,Park,Park ,,4.4,16,A serene park with a water fountain,,42.370567,-71.026964
DoubleTree by Hilton Hotel Boston Downtown,Park,Park ,,4,2,Public park with playgrounds & gardens,,42.370567,-71.026964
Brookline Parks and Open SpacePark Maintenance / Forestry,Park,Park ,,4.5,115,Multi use community recreation area,20 Grove St,42.360467,-71.068571
Marine Park,Park,Park ,,4.5,531,Grass covered space on the waterfront,49 Farragut Rd,42.336487,-71.025371
East Boston Memorial Park,Park,Park ,,4.6,276,Green space with a playground & fields,143 Porter St,42.372412,-71.034282
Lewis Mall Harbor Park,Park,Park ,,4.9,46,Park with live music & lawn games,65 Lewis St,42.367859,-71.041969
Seven Hills Park,Park,Park ,,4.2,39,Bocce ball courts & scenic surroundings,,42.370567,-71.026964
Gerard Bergin Park,Park,City park ,,4.5,27,Area with a carousel & ever changing art,Haskell St & Pemberton St,42.359995,-71.129126
Bremen Street Community Park,Park,Park ,,4.6,306,Park with spray fountain & public garden,Bremen Street,42.375269,-71.031617
Savin Hill and Malibu Beach,Park,State park ,,4.5,105,Park with ball fields & spray area,68 Denny St,42.308511,-71.051766
Harry Downes Field,Park,Park ,,4.5,93,Plaza & walkway with gardens & waterfall,24 Highland Rd,42.328986,-71.091541
Nathan Tufts Park,Park,Park ,,4.5,109,Small green space on Harborwalk trail,850 Broadway,42.335921,-71.030351
Mother's Rest Park at Four Corners,Park,Park ,,4.2,40,Historic site with panoramic views,,42.370567,-71.026964
Hilton Boston Back Bay,Park,4 Star Hotel,,4.2,1327,High rise hotel with a pool & dining,40 Dalton St,42.346467,-71.085261
Carson Beach,Park,Park ,,4.3,191,Walking trail with views of the harbor,165 HarborWalk,42.326552,-71.048845
John Corcoran Park Tenant Council,Park,Park ,,3.8,5,Grassy space with an off leash dog area,148 Corcoran Ln # J,42.377014,-71.154625
East Boston Piers Park,Park,Park ,,4.9,24,Recreational area with historic fort,Unnamed Road,42.370567,-71.026964
Alewife Reservation (Bullfinch Parking Lot),Park,Park ,,5,1,A serene park with a water fountain,8 Acorn Park Dr,42.357507,-71.069101
Demeter At The Park,Park,Point of interest ,,4,2,Public park with playgrounds & gardens,Brookline Ave,42.347037,-71.098886
Quigley Park,Park,Park ,,4,39,Multi use community recreation area,25 Essex St,42.352336,-71.061825
Danehy Dog Park,Park,Dog park ,,4.1,41,Grass covered space on the waterfront,166 New St,42.332225,-71.031041
Columbus Memorial Park,Park,Park ,,4.2,26,Green space with a playground & fields,Hicks Ave,42.370567,-71.026964
Watertown Riverfront Park and Braille Trail,Park,Park ,,4.6,52,Bocce ball courts & scenic surroundings,147 Charles River Rd #101,42.367071,-71.068071
Mystic River State Reservation,Park,State park ,,4.5,191,Park with many recreational options,Mystic Valley Pkwy,42.339981,-71.071258
Hodgkins Curtin Park,Park,Park ,,4.3,72,Neighborhood playground & baseball field,Holland St,42.312241,-71.085226
Dorchester Shores Reservation,Park,Park ,,4.7,35,Dog friendly park on a tiny island,Victory Rd,42.297526,-71.050091
Bellingham Hill Park,Park,Park ,,4.3,35,Plaza & walkway with gardens & waterfall,"Bellingham Hill, Bellingham St & Cottage St.",42.391234,-71.029105
Squantum Point Park,Park,State park ,,4.4,141,Waterfront area with city skyline views,Miwra Haul Rd,42.370567,-71.026964
W Dog Park,Park,Dog park ,,4.3,9,"Park for tennis, baseball & aquatics",1 Maxwells Green,42.282396,-71.076161
Station Landing Park,Park,Park ,,4,1,Walking trail with views of the harbor,,42.370567,-71.026964
Porzio Park,Park,Park ,,5,2,Site for outdoor activities & a dog park,,42.370567,-71.026964
Constitution Beach,Park,State park ,,4.4,573,"Swimming, ball courts & plane watching",799 Bennington St,42.384877,-71.011825
Dr. Loesch Family Park,Park,City park ,,4.6,24,Grass covered space on the waterfront,Brent St,42.290165,-71.067049
Farlow Park,Park,Park ,,4.5,34,"Longtime, verdant area for recreation",129 Church St,42.353786,-71.185004
Winnisimmet Park,Park,Park ,,4.3,3,Park with live music & lawn games,179 Winnisimmet St,42.389937,-71.038428
Golden Stairs Park,Park,Park ,,4.5,4,Bocce ball courts & scenic surroundings,,42.370567,-71.026964
Neptune Road Airport Edge Buffer Park,Park,Park ,,3.7,3,Park with many recreational options,18 Neptune Rd,42.379378,-71.024471
Charlesbank Park,Park,Park ,,4.5,8,Neighborhood playground & baseball field,26 Nonantum Pl,42.357979,-71.182926
Carleton Park,Park,Park ,,4.2,5,Dog friendly park on a tiny island,55 Carleton St,42.345407,-71.078638
Capen Park,Park,Park ,,4.2,27,Plaza & walkway with gardens & waterfall,199 Capen St,42.279002,-71.078165
Cabot Park,Park,Park ,,4.2,52,Waterfront area with city skyline views,3 Parkview Ave,42.350137,-71.196412
Blair Pond,Park,State park ,,4.4,10,Historic site with panoramic views,Normandy Ave,42.308656,-71.080525
Hodgkins Curtin Park,Park,Park ,,5,1,High rise hotel with a pool & dining,122 Holland St,42.314073,-71.089316
Henry Hansen Park,Park,Park ,,4.3,6,"Park for tennis, baseball & aquatics",70 Partridge Ave,42.324636,-71.074951
Callahan Park,Park,Park ,,4.2,15,Walking trail with views of the harbor,,42.370567,-71.026964
The Castle at Park Plaza,Park,  ,,4.5,-96,Upscale 1920s hotel with dining & a bar,130 Columbus Ave,42.349526,-71.070244
Spectacle Island,Park,Park ,,4.5,76,Harbor island with hiking & a beach,,42.370567,-71.026964
Joey's Park,Park,Park ,,4.8,159,Recreational area with historic fort,177 Cross St,42.399898,-71.166305
Boyd Park,Park,Park ,,4.3,11,"Swimming, ball courts & plane watching",20 Jackson Rd,42.355639,-71.061097
Cold Spring Park,Park,Park ,,4.6,121,Green space with fields & a dog park,1094 Beacon St,42.331056,-71.212844
Newman Park,Park,Park ,,4.2,23,Multi use community recreation area,Walnut St,42.286995,-71.040332
Bayswater Street Park,Park,Park ,,4.4,21,Grass covered space on the waterfront,,42.370567,-71.026964
Southwest Corridor ParkTennis Courts,Park,Tennis court ,,4,4,"Longtime, verdant area for recreation",260 Albert St,42.335344,-71.090273
Robbins Farm Park,Park,Park ,,4.7,278,Green space with scenic skyline views,61 Eastern Ave,42.364243,-71.050398
Coughlin Park,Park,Park ,,4.5,114,Plaza & walkway with gardens & waterfall,,42.370567,-71.026964
Washington Park,Park,Park ,,4,5,Historic site with panoramic views,Washington Ave,42.373986,-71.034871
Whittemore Robbins House Park,Park,Park ,,5,1,High rise hotel with a pool & dining,670R Massachusetts Ave,42.335927,-71.075871
Caddy Memorial Park,Park,Park ,,4.5,51,Walking trail with views of the harbor,"Caddy Memorial Park, Quincy Shore Dr",42.370567,-71.026964
Park Street Church,Park,Tourist attraction ,,4.5,-212,Storied 19th century venue,1 Park St,42.356987,-71.062171
No.9 Park,Park,French ,,4.6,314,Euro inspired fare in an elegant setting,9 Park St,42.357637,-71.062791
State Park,Park,,,4.4,709," American eats, cocktails, beer & pinball",American ,42.370567,-71.026964
ABCD South End Neighborhood Service Center,Park,Social services organization ,,4.4,20,Grass covered space on the waterfront,554 Columbus Ave,42.341167,-71.080661
Christopher Lee Playground,Park,Park ,,4.2,32, ,665 E 1st St,42.338021,-71.033329
Boston Harbor Islands National Recreation Area,Park,National park ,,4.7,892, ,191w Atlantic Ave,42.361367,-71.052605
Park Plaza,Park,Point of interest ,,4.1,250, ,64 Arlington St,42.350725,-71.069923
Flaherty Park,Park,High school ,,3.6,26, ,75 Malcolm X Blvd,42.331926,-71.090881
Manning Community Park,Park,Park ,,4.3,6,,502 Quarry St,42.258115,-71.041561
Boston Harbor Islands State Park,Park,Park ,,4.5,114,Plaza & walkway with gardens & waterfall,"Manning Community Park, I 93",42.370567,-71.026964
Red Rock Park,Park,State park ,,4.6,137,,,42.370567,-71.026964
Fenway–Kenmore,Park,Park ,,4.6,665,friendly park on a tiny island,Lynn Shore Dr,42.365314,-71.057629
PARK Restaurant & Bar,Park, ,,4.5,114,,,42.370567,-71.026964
Morton Park,Park,New American ,,4.3,594,American fare in digs like a living room,59 John F. Kennedy St,41.938595,-70.691281
Webb Memorial State Park,Park,Park ,,4.4,10,,525 Washington St,42.354165,-71.062088
Museum of Science,Park,State park ,,4.6,197,,371 River St,42.270307,-71.088171
Franklin Park Coaliton,Park,Tourist attraction ,,4.7,10967,,Museum Of Science Driveway,42.338339,-71.095419
Minute Man National Historical Park,Park,Charity ,,5,2,,2010 Columbus Ave,42.314839,-71.096825
Herter Park Amphitheater,Park,National park ,,4.7,1539,,174 Liberty St,42.365845,-71.133851
